summitCode,UserId,Callsign,ActivationDate
GM/CS-091,3273,MM0YCJ/P,2014-03-08
GM/CS-091,887,GM0UDL/P,2011-01-28
GM/CS-091,773,MM0DHY/P,2007-07-29
GM/CS-091,52,GM4TOE/P,2007-02-03
GM/CS-091,130,GM7PKT/P,2005-05-29
GM/CS-092,1058,MS0TA/P,2020-10-02
GM/CS-092,3273,MM0YCJ/P,2017-01-22
GM/CS-092,773,MM0DHY/P,2008-09-20
GM/CS-092,52,GM4TOE/P,2008-03-29
GM/CS-092,130,GM7PKT/P,2007-03-02
GM/CS-095,773,MM0DHY/P,2013-01-06
GM/CS-095,3273,MM6YCJ/P,2012-02-04
GM/CS-095,52,GM4TOE/P,2008-04-05
GM/CS-095,130,GM7PKT/P,2007-03-06
GM/CS-095,175,GM4ZFZ/P,2004-07-03
GM/CS-105,46844,MM0EFI/P,2023-05-16
GM/CS-105,3273,MM0YCJ/P,2017-02-06
GM/CS-105,130,GM7PKT/P,2015-12-29
GM/CS-105,773,MM0DHY/P,2007-05-27
GM/CS-105,52,GM4TOE/P,2006-12-30
GM/CS-111,73456,MM7MOX/P,2024-09-07
GM/CS-111,46844,MM0EFI/P,2024-01-03
GM/CS-111,73456,MM7MOX/P ,2023-09-30
GM/CS-111,116,MM1MAJ/P,2019-09-16
GM/CS-111,892,MM3ZCB/P,2019-09-16
GM/CS-111,130,GM7PKT/P,2015-06-12
GM/CS-111,3273,MM0YCJ/P,2014-10-19
GM/CS-111,4490,MM/OE3CHC/P,2012-09-07
GM/CS-111,773,MM0DHY/P,2008-05-02
GM/CS-111,52,GM4TOE/P,2008-04-19
GM/CS-111,175,GM4ZFZ/P,2005-08-19
GM/CS-112,46844,MM0EFI/P,2024-01-01
GM/CS-112,2771,MM0JLA/P,2023-05-27
GM/CS-112,3192,MM6BWA/P,2023-05-27
GM/CS-112,130,GM7PKT/P,2015-05-03
GM/CS-112,52,GM4TOE/P,2007-11-29
GM/CS-112,773,MM0DHY/P,2007-04-29
GM/WS-271,2330,MM0TAI,2019-03-01
GM/WS-271,3273,MM0YCJ/P,2014-03-29
GM/WS-271,1414,MM3WJZ/P,2011-06-29
GM/WS-271,52,GM4TOE/P,2008-02-12
GM/WS-271,773,MM0DHY/P,2008-02-03
GM/WS-271,130,GM7PKT/P,2007-03-06
GM/WS-271,175,GM4ZFZ/P,2004-01-24
GM/WS-277,1058,MS0TA/P,2019-08-25
GM/WS-277,3273,MM6YCJ/P,2012-02-04
GM/WS-277,773,MM0DHY/P,2010-12-19
GM/WS-277,52,GM4TOE/P,2008-02-12
GM/WS-277,130,GM7PKT/P,2007-03-07
GM/WS-277,175,GM4ZFZ/P,2004-08-30
